,id,ro_dealerid,ro_vin,avg_ro_labor_price,avg_ro_parts_price,avg_customerpay,avg_customerpay_value,avg_warrantypay,avg_warrantypay_value,avg_otherpay,avg_otherpay_value,vehicle_warranty_date,vehicle_warranty_mileage,max_ro_mileage,recency,frequency,vehicle_age,last_service_date,cust_postal_code,cust_city,cust_state_code,retained_flag,vehicle_warranty_service_status,market_value,body_class,reliability,luxury,ronum,dealer_postal_code,distance,dealer_location_population,nearby_same_dealer,nearby_third_party
183846,725497495TFRY5F15EX162220,4515,5TFRY5F15EX162220,107.66,246.2,1,174.625,0,0,0,0,2017-01-01T00:00:00.0000000,36000,78232,110,2,4,2018-07-15T00:00:00.0000000,33455,HOBE SOUND,FL,1,0,22109.27,7,73,0,110529,33403,66,110222,2,16
183847,11235505TDKK4CC2AS323416,4515,5TDKK4CC2AS323416,78.43,147.72,0.833333333,109.3977778,0.073888889,43.25403889,0.092777778,79.72262778,2013-01-01T00:00:00.0000000,36000,218141,30,18,8,2018-10-03T00:00:00.0000000,33401,WEST PALM BEACH,FL,1,0,5464.17,11,73,0,110529,33403,24,110222,2,16
183848,21367951JTDKN3DU0D5687160,4515,JTDKN3DU0D5687160,89.46,142.12,0.825,207.22075,0,0,0.175,33.80675,2016-11-07T00:00:00.0000000,36000,37217,129,4,5,2018-06-26T00:00:00.0000000,33410,PALM BEACH GARDENS,FL,1,0,14676.82,4,73,0,110529,33403,55,110222,2,16
183849,75788104JTDKN3DU7A0010549,4515,JTDKN3DU7A0010549,48.96,41.02,1,96.28,0,0,0,0,2013-01-01T00:00:00.0000000,36000,58039,207,1,8,2018-04-09T00:00:00.0000000,33418,PALM BEACH GARDENS,FL,1,0,11009.31,8,73,0,110529,33403,62,110222,2,16
183850,49282914JTDZN3EU6EJ008188,4515,JTDZN3EU6EJ008188,91.3,104.67,0.88,172.4536,0,0,0.13,25.4761,2019-12-20T00:00:00.0000000,36000,26193,233,1,4,2018-03-14T00:00:00.0000000,33458,JUPITER,FL,1,1,17160.92,11,73,0,110529,33403,85,110222,2,16
183851,322436101GKKRNED7BJ281884,4515,1GKKRNED7BJ281884,49.26,30.26,0.967,84.81314,0,0,0.033,0.21186,2014-01-01T00:00:00.0000000,36000,98503,57,10,7,2018-09-06T00:00:00.0000000,33417,WEST PALM BEACH,FL,1,0,9642.33,11,56,0,110529,33403,29,110222,2,16
183852,322436102A4RR5D15AR441007,4515,2A4RR5D15AR441007,6.57,11.74,0.89,17.70778333,0,0,0.11,1.87055,2013-01-01T00:00:00.0000000,36000,100500,38,6,8,2018-09-25T00:00:00.0000000,33417,WEST PALM BEACH,FL,1,0,7625.6,6,64,0,110529,33403,46,110222,2,16
183853,28922838JTDKDTB3XE1076901,4515,JTDKDTB3XE1076901,396.73,381.55,0.588333333,792.78075,0,0,0.411666667,31.97591667,2017-01-01T00:00:00.0000000,36000,32839,2,6,4,2018-10-31T00:00:00.0000000,33410,PALM BEACH GARDENS,FL,1,0,13526.61,4,73,0,110529,33403,16,110222,2,16
183854,289228385TDYK3DC9FS633010,4515,5TDYK3DC9FS633010,132.1,143.86,0.333333333,7.13,0.333333333,134.6516667,0.333333333,134.6516667,2018-01-01T00:00:00.0000000,36000,14037,371,3,3,2017-10-27T00:00:00.0000000,33410,PALM BEACH GARDENS,FL,1,1,25781.21,11,73,0,110529,33403,30,110222,2,16
183855,736684874T1BF1FK9FU022162,4515,4T1BF1FK9FU022162,31.95,41.33,0.25,24.07,0.276666667,19.9988,0.473333333,31.31786667,2018-01-01T00:00:00.0000000,36000,32623,263,3,3,2018-02-12T00:00:00.0000000,33418,PALM BEACH GARDENS,fl,1,0,15857.16,8,73,0,110529,33403,32,110222,2,16
183856,606332602T3YFREV9FW187172,4515,2T3YFREV9FW187172,99.64,56.44,0.416666667,57.48083333,0.25,44.13583333,0.333333333,54.84,2018-01-01T00:00:00.0000000,36000,25784,630,3,3,2017-02-10T00:00:00.0000000,33418,PALM BEACH GARDENS,FL,1,1,20125.31,11,73,0,110529,33403,71,110222,2,16
183857,11172924T1BF3EK6BU219104,4515,4T1BF3EK6BU219104,119.3,133.52,0.87,204.8689375,0.0175,7.727825,0.11375,44.0744625,2014-06-03T00:00:00.0000000,36000,165004,78,8,7,2018-08-16T00:00:00.0000000,33418,PALM BEACH GARDENS,FL,1,0,7430.55,8,73,0,110529,33403,82,110222,2,16
183858,25272746KM8SM4HF5DU015469,4515,KM8SM4HF5DU015469,19.96,14.95,0.75,28.388125,0,0,0.25,8.949375,2018-06-01T00:00:00.0000000,60000,39524,4,12,5,2018-10-29T00:00:00.0000000,33403,LAKE PARK,FL,1,0,15163.13,11,0,0,110529,33403,48,110222,2,16
183859,11402722T3YFREV6EW081955,4515,2T3YFREV6EW081955,64.44,87.38,0.89,144.8557667,0,0,0.11,2.3309,2017-01-01T00:00:00.0000000,36000,60622,551,3,4,2017-04-30T00:00:00.0000000,33418,PALM BEACH GARDENS,FL,1,0,17061.75,11,73,0,110529,33403,74,110222,2,16
183860,11478432T1BURHE1FC277319,4515,2T1BURHE1FC277319,66.03,49.94,0.83,102.9947,0,0,0.17,21.0953,2018-01-01T00:00:00.0000000,36000,46260,442,1,3,2017-08-17T00:00:00.0000000,32693,FANNING SPRINGS,FL,1,1,12767.38,8,73,0,110529,33403,34,110222,2,16
183861,49540871KMHFG4JG0CA178820,4515,KMHFG4JG0CA178820,219.17,83.8,0.556666667,261.2372,0,0,0.443333333,23.0028,2015-01-01T00:00:00.0000000,60000,25210,281,2,6,2018-01-25T00:00:00.0000000,33403,LAKE PARK,FL,1,0,12367.76,8,0,0,110529,33403,79,110222,2,16
183862,11347154T1BK36B78U296146,4515,4T1BK36B78U296146,178.92,91.94,0.25,79.475625,0,0,0.75,319.721875,2011-02-28T00:00:00.0000000,36000,76855,37,4,10,2018-09-26T00:00:00.0000000,33418,PALM BEACH GARDENS,FL,0,0,9877.81,8,73,0,110529,33403,14,110222,2,16
183863,1134715JTEEP21A860168655,4515,JTEEP21A860168655,263.5,277.75,0.875,476.26,0.0625,50.915,0.0625,50.915,2009-07-24T00:00:00.0000000,36000,87339,19,4,12,2018-10-14T00:00:00.0000000,33418,PALM BEACH GARDENS,FL,0,0,8427.61,11,73,0,110529,33403,74,110222,2,16
183864,721866771HGCP26779A124297,4515,1HGCP26779A124297,223.31,382.43,0.534,670.5493,0,0,0.466,16.2087,2012-01-01T00:00:00.0000000,36000,103366,249,5,9,2018-02-26T00:00:00.0000000,33403,LAKE PARK,FL,0,0,8681.74,8,70,0,110529,33403,53,110222,2,16
183865,742646022T1BURHE1EC041011,4515,2T1BURHE1EC041011,203.5,0,0,0,0,0,1,203.5,2016-11-12T00:00:00.0000000,36000,79506,254,1,4,2018-02-21T00:00:00.0000000,33407,WEST PALM BEACH,fl,0,0,11145.87,8,73,0,110529,33403,57,110222,2,16
183866,778110252C3CCAAG3EH160290,4515,2C3CCAAG3EH160290,150.16,176.04,0,0,0,0,1,333.5333333,2017-01-01T00:00:00.0000000,36000,58695,57,3,4,2018-09-06T00:00:00.0000000,33418,PALM BEACH GARDENS,FL,0,0,13849.55,8,64,0,110529,33403,97,110222,2,16
183867,778110255TFJU4GN6FX086965,4515,5TFJU4GN6FX086965,678,756.27,0,0,0,0,1,1534.67,2018-01-01T00:00:00.0000000,36000,56712,35,1,3,2018-09-28T00:00:00.0000000,33418,PALM BEACH GARDENS,FL,0,0,23172.85,7,73,0,110529,33403,63,110222,2,16
183868,536812344T1BE46K17U678331,4515,4T1BE46K17U678331,153.67,609.39,0.855,536.61145,0.07,104.2293,0.07,104.2293,2012-05-29T00:00:00.0000000,36000,60809,18,2,11,2018-10-15T00:00:00.0000000,33477-4409,JUPITER,FL,0,0,7654.74,8,73,0,110529,33403,91,110222,2,16
183869,733787242T2ZK1BA1EC133582,4515,2T2ZK1BA1EC133582,41.8,55.18,1,53.45,0,0,0,0,2017-01-01T00:00:00.0000000,50000,16932,293,1,4,2018-01-13T00:00:00.0000000,33410,PALM BEACH GARDENS,FL,0,0,25963.38,11,76,1,110529,33403,83,110222,2,16
183870,214891295TFRM5F19CX046561,4515,5TFRM5F19CX046561,40.29,28.9,0.57,54.4183,0.11,4.1393,0.32,14.60906667,2015-07-31T00:00:00.0000000,36000,145425,511,3,6,2017-06-09T00:00:00.0000000,34953,PORT ST LUCIE,FL,0,0,13842.63,7,73,0,110529,33403,22,110222,2,16
183871,214891295TDYK3DC9FS637266,4515,5TDYK3DC9FS637266,61.25,144.27,0.783333333,187.0406333,0,0,0.22,32.93226667,2018-01-01T00:00:00.0000000,36000,42398,470,3,3,2017-07-20T00:00:00.0000000,34953,PORT ST LUCIE,FL,0,1,23196.11,11,73,0,110529,33403,83,110222,2,16
183872,418044255TDYK3DC9FS637266,4515,5TDYK3DC9FS637266,156.8,195.88,0,0,0.25,176.34,0.75,176.34,2018-01-01T00:00:00.0000000,36000,47323,339,2,3,2017-11-28T00:00:00.0000000,34953,PORT ST LUCIE,FL,0,1,22747.2,11,73,0,110529,33403,97,110222,2,16
183873,418044255TFRM5F19CX046561,4515,5TFRM5F19CX046561,0,0,0,0,0,0,1,0,2015-07-31T00:00:00.0000000,36000,165800,361,1,6,2017-11-06T00:00:00.0000000,34953,PORT ST LUCIE,FL,0,0,12627.26,7,73,0,110529,33403,8,110222,2,16
183874,43571405JTDKN3DU6E1779169,4515,JTDKN3DU6E1779169,79.13,81.37,0.96,158.9396,0,0,0.04,12.2264,2017-01-01T00:00:00.0000000,36000,66454,147,5,4,2018-06-08T00:00:00.0000000,33458,JUPITER,FL,1,0,13831.98,4,73,0,110529,33403,27,110222,2,16
183875,635752212T3DF4DV4CW232680,4515,2T3DF4DV4CW232680,11.28,21.78,0.5625,13.446875,0,0,0.4375,0.830625,2015-01-01T00:00:00.0000000,36000,67835,189,4,6,2018-04-27T00:00:00.0000000,19030,FAIRLESS HILLS,PA,1,0,14759.78,11,73,0,110529,33403,999,110222,2,16
183876,11347674T1BE32K15U013104,4515,4T1BE32K15U013104,40.11,32.48,0.95,56.9855,0,0,0.05,1.0695,2008-01-01T00:00:00.0000000,36000,66675,154,4,13,2018-06-01T00:00:00.0000000,33410,PALM BEACH GARDENS,FL,2,0,6098.3,8,73,0,110529,33403,83,110222,2,16
183877,1149852JTEZU5JRXF5097429,4515,JTEZU5JRXF5097429,24.82,31.71,0.5,33.73166667,0.223333333,9.388333333,0.276666667,15.21666667,2018-03-29T00:00:00.0000000,36000,39793,325,3,3,2017-12-12T00:00:00.0000000,33458,JUPITER,FL,1,1,28209.48,11,73,0,110529,33403,33,110222,2,16
183878,695417573CZRM3H50DG701209,4515,3CZRM3H50DG701209,155.93,269.4,0.165,120.4665,0,0,0.835,318.8935,2016-01-01T00:00:00.0000000,36000,76493,420,2,5,2017-09-08T00:00:00.0000000,33460,LAKE WORTH,FL,0,0,13566.98,9,70,0,110529,33403,63,110222,2,16
183879,693300943CZRM3H50DG701209,4515,3CZRM3H50DG701209,34.74,45.25,1,79.99,0,0,0,0,2016-01-01T00:00:00.0000000,36000,83050,269,1,5,2018-02-06T00:00:00.0000000,33460,LAKE WORTH,FL,0,0,13224.9,9,70,0,110529,33403,102,110222,2,16
183880,75648697JTDKB20U777546085,4515,JTDKB20U777546085,0,0,0,0,0,0,1,0,2010-01-01T00:00:00.0000000,36000,160843,217,1,11,2018-03-30T00:00:00.0000000,34953,PORT ST LUCIE,fl,0,0,5812.01,4,73,0,110529,33403,10,110222,2,16
183881,1132500JTEHT05J642064013,4515,JTEHT05J642064013,871.1,1219.98,0.845,1745.41855,0.1,55.725,0.055,188.17645,2007-08-29T00:00:00.0000000,36000,154979,44,2,14,2018-09-19T00:00:00.0000000,33408,NORTH PALM BEAC,FL,0,0,14092.6,11,73,0,110529,33403,60,110222,2,16
183882,729558223TMJU4GN3BM118562,4515,3TMJU4GN3BM118562,339.21,130.59,0.9,410.139,0,0,0.1,45.571,2014-01-01T00:00:00.0000000,36000,89451,302,1,7,2018-01-04T00:00:00.0000000,33401,WEST PALM BEACH,FL,0,0,18325.67,7,73,0,110529,33403,86,110222,2,16
183883,11315445TFDV54158X071541,4515,5TFDV54158X071541,184.75,301.96,0.875,510.14625,0,0,0.125,6.43875,2013-05-06T00:00:00.0000000,36000,110819,192,2,10,2018-04-24T00:00:00.0000000,33403,LAKE PARK,FL,0,0,15076.88,7,73,0,110529,33403,102,110222,2,16
183884,1122866JTDKN3DU5B0289386,4515,JTDKN3DU5B0289386,245.76,181.03,0.6225,364.41375,0.05,15.2205,0.3275,37.58075,2014-03-26T00:00:00.0000000,36000,102568,207,4,7,2018-04-09T00:00:00.0000000,33461,LAKE WORTH,FL,0,0,9799.74,8,73,0,110529,33403,49,110222,2,16
183885,73894143JTDKN3DU0C1607202,4515,JTDKN3DU0C1607202,128.42,86.45,1,212.1366667,0,0,0,0,2015-01-01T00:00:00.0000000,36000,114643,32,3,6,2018-10-01T00:00:00.0000000,33418,WEST PALM BEACH,FL,0,0,9897.14,8,73,0,110529,33403,73,110222,2,16
183886,761940654T1BF1FK9FU040824,4515,4T1BF1FK9FU040824,391.93,217.64,0.5,29.4175,0.25,680.085,0.25,12.84,2018-01-01T00:00:00.0000000,36000,45296,77,3,3,2018-08-17T00:00:00.0000000,33414,WELLINGTON,fl,0,0,15218.31,8,73,0,110529,33403,29,110222,2,16
183887,677533562T1KR32E33C051091,4515,2T1KR32E33C051091,346.45,276.95,0.3,452.892,0.1,55.786,0.6,186.83,2006-01-01T00:00:00.0000000,36000,179410,232,5,15,2018-03-15T00:00:00.0000000,33407,WEST PALM BEACH,FL,0,0,3645.32,11,73,0,110529,33403,24,110222,2,16
183888,743257965TFRM5F11EX078990,4515,5TFRM5F11EX078990,0,0,0,0,0,0,1,0,2017-01-01T00:00:00.0000000,36000,65936,256,1,4,2018-02-19T00:00:00.0000000,34997,STUART,FL,0,0,22310.69,7,73,0,110529,33403,14,110222,2,16
183889,731821515TDBA22C76S070626,4515,5TDBA22C76S070626,175.62,32.01,0,0,0.25,51.9075,0.75,155.7225,2009-01-01T00:00:00.0000000,36000,72966,289,1,12,2018-01-17T00:00:00.0000000,33403,LAKE PARK,FL,0,0,14800.53,11,73,0,110529,33403,75,110222,2,16
183890,731821515TBET34144S451008,4515,5TBET34144S451008,150.53,177.68,0,0,0.25,82.0525,0.75,246.1575,2007-01-01T00:00:00.0000000,36000,220307,296,1,14,2018-01-10T00:00:00.0000000,33403,LAKE PARK,FL,0,0,8967.5,7,73,0,110529,33403,44,110222,2,16
183891,324600822T3ZFREV4EW101043,4515,2T3ZFREV4EW101043,20.65,14.34,0,0,0.415,16.225,0.585,18.775,2017-01-01T00:00:00.0000000,36000,5269,45,2,4,2018-09-18T00:00:00.0000000,33418,PALM BEACH GARDENS,FL,0,0,16782.77,11,73,0,110529,33403,76,110222,2,16
183892,72368571JT3GN86R6X0122770,4515,JT3GN86R6X0122770,100,0,1,107,0,0,0,0,2002-06-01T00:00:00.0000000,36000,234204,214,1,19,2018-04-02T00:00:00.0000000,33410,PALM BCH GARDENS,FL,0,0,7572.2,11,73,0,110529,33403,39,110222,2,16
183893,28250625JTNBB46KX73005648,4515,JTNBB46KX73005648,38.48,17.52,0,0,0,0,1,59.92,2010-01-01T00:00:00.0000000,36000,211998,1,1,11,2018-11-01T00:00:00.0000000,33408,NORTH PALM BEACH,FL,0,0,5904.37,8,73,0,110529,33403,96,110222,2,16
183894,665808682T1BU4EE7BC694803,4515,2T1BU4EE7BC694803,36.19,36.29,0.5,48.14,0.165,9.075,0.335,18.425,2015-11-26T00:00:00.0000000,36000,80659,336,2,7,2017-12-01T00:00:00.0000000,33417,WEST PALM BEACH,FL,0,0,9056.76,8,73,0,110529,33403,77,110222,2,16
183895,75629894JTHBK1GG3F2179190,4515,JTHBK1GG3F2179190,99.97,6.99,0.25,33.1525,0,0,0.75,78.1525,2018-01-01T00:00:00.0000000,50000,5645,217,2,3,2018-03-30T00:00:00.0000000,33410,NORTH PALM BEACH,FL,0,0,25037.77,8,76,1,110529,33403,10,110222,2,16
183896,776437172C3CCAEG3DH660863,4515,2C3CCAEG3DH660863,190,31.61,0,0,0,0,1,15.52,2016-01-01T00:00:00.0000000,36000,51780,99,1,5,2018-07-26T00:00:00.0000000,33403,LAKE PARK,FL,0,0,15540.33,8,64,0,110529,33403,40,110222,2,16
183897,765308601NXBR32E26Z630513,4515,1NXBR32E26Z630513,219.88,292.18,0.67,351.5222,0.17,89.1922,0.17,89.1922,2009-01-01T00:00:00.0000000,36000,234572,163,1,12,2018-05-23T00:00:00.0000000,33410-6769,PALM BEACH GARD,FL,0,0,4113.05,8,73,0,110529,33403,24,110222,2,16
183898,696839925TDYK3EH8BS049444,4515,5TDYK3EH8BS049444,567.3,419.33,0.93,988.4179,0.07,23.8371,0,0,2014-08-13T00:00:00.0000000,36000,93520,107,2,7,2018-07-18T00:00:00.0000000,33414,WELLINGTON,FL,0,0,15413.1,11,73,0,110529,33403,83,110222,2,16
183899,593143405J6RM3H54FL008987,4515,5J6RM3H54FL008987,5.25,0,0,0,0,0,1,0.37,2018-01-01T00:00:00.0000000,36000,57969,46,1,3,2018-09-17T00:00:00.0000000,33470,LOXAHATCHEE,FL,0,0,16270.13,9,70,0,110529,33403,24,110222,2,16
183900,1130069JTEZU5JR1C5042931,4515,JTEZU5JR1C5042931,23.97,69.09,1,99.58,0,0,0,0,2015-01-01T00:00:00.0000000,36000,69674,260,2,6,2018-02-15T00:00:00.0000000,11746,DIX HILLS,NY,0,0,21997.8,11,73,0,110529,33403,999,110222,2,16
183901,569949364T1BK36BX6U118440,4515,4T1BK36BX6U118440,95.57,508.54,0.61,505.6413,0.056666667,100.2053667,0.333333333,0,2009-01-01T00:00:00.0000000,36000,217938,236,3,12,2018-03-11T00:00:00.0000000,33404,RIVIERA BEACH,FL,0,0,4926.99,8,73,0,110529,33403,50,110222,2,16
183902,769404314T1BK36BX6U118440,4515,4T1BK36BX6U118440,0,0,0,0,0,0,1,0,2009-01-01T00:00:00.0000000,36000,218845,157,1,12,2018-05-29T00:00:00.0000000,33404,RIVIERA BEACH,FL,0,0,4908.76,8,73,0,110529,33403,74,110222,2,16
183903,765271102HGFA16519H364289,4515,2HGFA16519H364289,84,0,0,0,0,0,1,84,2012-01-01T00:00:00.0000000,36000,132282,168,1,9,2018-05-18T00:00:00.0000000,33928,ESTERO,FL,0,0,6825.17,8,70,0,110529,33403,90,110222,2,16
183904,528561164T1BE46K67U510815,4515,4T1BE46K67U510815,122.98,145.5,1,255.185,0,0,0,0,2010-06-01T00:00:00.0000000,36000,164728,343,2,11,2017-11-24T00:00:00.0000000,33409,WEST PALM BEACH,FL,0,0,5736.39,8,73,0,110529,33403,95,110222,2,16
183905,308588632T1KU4EE9DC055311,4515,2T1KU4EE9DC055311,213.25,145.95,0.33,118.536,0.33,118.536,0.33,118.536,2016-01-01T00:00:00.0000000,36000,34936,163,1,5,2018-05-23T00:00:00.0000000,33403,LAKE PARK,FL,0,0,13894.94,8,73,0,110529,33403,76,110222,2,16
183906,69186072JTEDS43AX82023725,4515,JTEDS43AX82023725,159.04,97.5,0.75,169.1925,0.25,92.7025,0,0,2011-01-01T00:00:00.0000000,36000,171477,206,2,10,2018-04-10T00:00:00.0000000,33478,JUPITER,FL,0,0,8334.35,11,73,0,110529,33403,45,110222,2,16
183907,75608773JTDBL40E699021589,4515,JTDBL40E699021589,802.82,746.63,0,0,0.75,1152.555,0.25,384.185,2011-01-30T00:00:00.0000000,36000,23694,216,1,9,2018-03-31T00:00:00.0000000,33403-2040,WEST PALM BEACH,FL,0,0,8855.02,8,73,0,110529,33403,17,110222,2,16
183908,74760471KNADE163066071745,4515,KNADE163066071745,120,0,0,0,0,0,1,120,2009-01-01T00:00:00.0000000,60000,52388,238,1,12,2018-03-09T00:00:00.0000000,33411,WEST PALM BEACH,FL,0,0,13475.11,4,70,0,110529,33403,5,110222,2,16
183909,540432542T1BURHE8EC082526,4515,2T1BURHE8EC082526,31.03,24.95,1,59.34,0,0,0,0,2017-01-01T00:00:00.0000000,36000,46220,669,1,4,2017-01-02T00:00:00.0000000,33403,LAKE PARK,FL,0,0,12521.91,8,73,0,110529,33403,45,110222,2,16
183910,1120729JTDKDTB3XC1506200,4515,JTDKDTB3XC1506200,796.9,2688.19,1,3660.59,0,0,0,0,2015-04-18T00:00:00.0000000,36000,111936,122,1,6,2018-07-03T00:00:00.0000000,33477,JUPITER,FL,0,0,8693.04,4,73,0,110529,33403,65,110222,2,16
183911,610784984T1BF3EK9BU606035,4515,4T1BF3EK9BU606035,108.12,148.97,0.758333333,260.8378167,0,0,0.243333333,3.955466667,2013-05-27T00:00:00.0000000,36000,75868,101,6,7,2018-07-24T00:00:00.0000000,33458,JUPITER,FL,0,0,10093.04,8,73,0,110529,33403,24,110222,2,16
183912,1123563JTEDP21A750077189,4515,JTEDP21A750077189,303.54,297.64,0.666666667,621.8733333,0,0,0.333333333,21.4,2008-05-11T00:00:00.0000000,36000,66734,249,2,13,2018-02-26T00:00:00.0000000,33408,JUNO BEACH,FL,0,0,7218.65,11,73,0,110529,33403,76,110222,2,16
183913,749133755TDKK3DCXDS296267,4515,5TDKK3DCXDS296267,184.39,37.83,0,0,0,0,1,15.56,2016-01-01T00:00:00.0000000,36000,77378,234,1,5,2018-03-13T00:00:00.0000000,33467,LAKE WORTH,FL,0,0,14859.79,11,73,0,110529,33403,90,110222,2,16
183914,185953074T3ZA3BB0BU053347,4515,4T3ZA3BB0BU053347,203.46,192.89,0.978666667,370.2962267,0.014666667,1.750906667,0.006666667,12.30953333,2014-10-29T00:00:00.0000000,36000,198883,5,15,7,2018-10-28T00:00:00.0000000,33411,WEST PALM BEACH,FL,0,0,6588.39,11,73,0,110529,33403,50,110222,2,16
183915,185953075YFBU4EE8DP150197,4515,5YFBU4EE8DP150197,152.28,78.72,0.948333333,216.0118,0.023333333,8.853833333,0.028333333,3.849366667,2016-01-01T00:00:00.0000000,36000,114659,283,6,5,2018-01-23T00:00:00.0000000,33411,WEST PALM BEACH,FL,0,0,8566.08,8,73,0,110529,33403,98,110222,2,16
183916,728557965TDDK4CC1AS033676,4515,5TDDK4CC1AS033676,210.01,63.6,0.6,166.938,0.2,55.646,0.2,55.646,2013-01-01T00:00:00.0000000,36000,86210,178,1,8,2018-05-08T00:00:00.0000000,33418,PALM BEACH GARDENS,FL,0,0,8350.63,11,73,0,110529,33403,14,110222,2,16
183917,11198952T3ZF4DV5BW062950,4515,2T3ZF4DV5BW062950,137.99,383.58,0,0,0.5,260.785,0.5,260.785,2014-01-01T00:00:00.0000000,36000,113257,638,1,7,2017-02-02T00:00:00.0000000,33470,LOXAHATCHEE,FL,0,0,10066.29,11,73,0,110529,33403,29,110222,2,16
183918,11198955TDYK4CC0AS294511,4515,5TDYK4CC0AS294511,154.86,170.26,0.798571429,228.2686143,0.028571429,7.032285714,0.172857143,80.18767143,2012-07-09T00:00:00.0000000,36000,131346,259,7,8,2018-02-16T00:00:00.0000000,33470,LOXAHATCHEE,FL,0,0,9451.6,11,73,0,110529,33403,77,110222,2,16
183919,758667545TBET34154S460218,4515,5TBET34154S460218,633.95,510.45,0.75,1187.0875,0,0,0.25,35.0375,2007-07-15T00:00:00.0000000,36000,239425,140,2,14,2018-06-15T00:00:00.0000000,33825-3950,AVON PARK,FL,0,0,8871.91,7,73,0,110529,33403,93,110222,2,16
183920,185953074T3ZA3BB0BU053347,4515,4T3ZA3BB0BU053347,203.46,192.89,0.978666667,370.2962267,0.014666667,1.750906667,0.006666667,12.30953333,2014-10-29T00:00:00.0000000,36000,198883,5,15,7,2018-10-28T00:00:00.0000000,33411,WEST PALM BEACH,FL,0,0,6588.39,11,73,0,110529,33403,58,110222,2,16
183921,185953075YFBU4EE8DP150197,4515,5YFBU4EE8DP150197,152.28,78.72,0.948333333,216.0118,0.023333333,8.853833333,0.028333333,3.849366667,2016-01-01T00:00:00.0000000,36000,114659,283,6,5,2018-01-23T00:00:00.0000000,33411,WEST PALM BEACH,FL,0,0,8566.08,8,73,0,110529,33403,86,110222,2,16
183922,727978231C4RDHDG4EC560322,4515,1C4RDHDG4EC560322,30,0,0,0,0,0,1,30,2017-01-01T00:00:00.0000000,36000,38463,287,1,4,2018-01-19T00:00:00.0000000,33411,ROYAL PALM BEACH,FL,0,0,20159.64,9,58,0,110529,33403,39,110222,2,16
183923,770727442T1BURHE0EC074128,4515,2T1BURHE0EC074128,120,0,0,0,0,0,1,120,2017-01-01T00:00:00.0000000,36000,20689,147,1,4,2018-06-08T00:00:00.0000000,33411,WEST PALM BEACH,FL,0,0,13577.36,8,73,0,110529,33403,67,110222,2,16
183924,743747901NXBU4EE0AZ365924,4515,1NXBU4EE0AZ365924,301.06,145.95,0,0,0.5,226.515,0.5,226.515,2013-06-01T00:00:00.0000000,36000,98760,244,1,8,2018-03-03T00:00:00.0000000,33410,WEST PALM BEACH,FL,0,0,7725.23,8,73,0,110529,33403,74,110222,2,16
183925,540433135TDKK3DC8DS330481,4515,5TDKK3DC8DS330481,172.18,270.12,0.5425,230.281625,0.125,202.78125,0.3325,4.409625,2016-01-01T00:00:00.0000000,36000,147471,164,4,5,2018-05-22T00:00:00.0000000,33410,PALM BEACH GARDENS,FL,0,0,11023.6,11,73,0,110529,33403,28,110222,2,16
183926,416287914T4BF1FK9CR179112,4515,4T4BF1FK9CR179112,25.2,28.11,0.933333333,48.23466667,0,0,0.066666667,5.818666667,2015-01-01T00:00:00.0000000,36000,79787,267,3,6,2018-02-08T00:00:00.0000000,33401,WEST PALM BEACH,FL,0,0,11537.78,8,73,0,110529,33403,103,110222,2,16
183927,1130436JTDBL40E599072551,4515,JTDBL40E599072551,267.6,320.45,0.033333333,42.03333333,0.376666667,385.6984667,0.59,143.8882,2013-01-04T00:00:00.0000000,36000,143487,206,3,9,2018-04-10T00:00:00.0000000,33478,JUPITER,FL,0,0,5940.46,8,73,0,110529,33403,36,110222,2,16
183928,78306839JTDKN3DUXB1448297,4515,JTDKN3DUXB1448297,120,0,0,0,0,0,1,120,2014-01-01T00:00:00.0000000,36000,57384,94,1,7,2018-07-31T00:00:00.0000000,33470,LOXAHATCHEE,FL,0,0,11916.64,8,73,0,110529,33403,97,110222,2,16
183929,74321499JTEBU5JR1B5066114,4515,JTEBU5JR1B5066114,376.32,231.92,0.5,315.9,0.25,157.95,0.25,157.95,2014-06-01T00:00:00.0000000,36000,95005,252,1,7,2018-02-23T00:00:00.0000000,33408,JUNO,FL,0,0,20584.39,11,73,0,110529,33403,85,110222,2,16
183930,392590774T1FA38P16U084854,4515,4T1FA38P16U084854,155.2,156.49,0.886666667,269.4338,0,0,0.113333333,56.9462,2009-01-01T00:00:00.0000000,36000,76239,18,3,12,2018-10-15T00:00:00.0000000,33408,NORTH PALM BEACH,FL,0,0,8375.53,2,73,0,110529,33403,11,110222,2,16
183931,756687392T3DFREVXFW291314,4515,2T3DFREVXFW291314,249.98,127.23,1,403.61,0,0,0,0,2018-01-01T00:00:00.0000000,36000,37908,217,1,3,2018-03-30T00:00:00.0000000,33435,BOYNTON BEACH,FL,0,0,20089.82,11,73,0,110529,33403,102,110222,2,16
183932,23180367JTLKE50EX81028742,4515,JTLKE50EX81028742,125.44,221.52,0,0,0.5,173.48,0.5,173.48,2013-01-16T00:00:00.0000000,36000,174587,333,1,10,2017-12-04T00:00:00.0000000,33404,RIVIERA BEACH,FL,0,0,4600.28,11,68,0,110529,33403,64,110222,2,16
